id,title,url,author,publishedAt,publishedDate,tags,label,summary
bbbd23fcedaa582b4ccb955f39cd1ae8dd89f7231d60ec74d9fcaaf3432b55c1,2026 5 12 古橋研ゼミまとめ,https://medium.com/furuhashilab/2026-5-12-%E5%8F%A4%E6%A9%8B%E7%A0%94-%E8%AC%9B%E7%BE%A9%E3%81%BE%E3%81%A8%E3%82%81-af2d6b20e693?source=rss----bd92ed991eb9---4,YUTO Watanabe,2026-05-19T03:25:14.000Z,2026-05-19,,student_project,今回は欠席した5月12日のセミナーをグラレコにてまとめてみました。 思いがけずこれが初のグラレコへの挑戦となったのですが、なかなかうまくいきませんでした。
6106c6c211d1c87fd2c22d197d01706a227e65cca8a49eaa068e415acf4d5768,翻訳プロジェクト進捗報告：『Open Mapping towards Sustainable Development Goals』日本語連載の進捗状況について,https://medium.com/furuhashilab/%E7%BF%BB%E8%A8%B3%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88%E9%80%B2%E6%8D%97%E5%A0%B1%E5%91%8A-open-mapping-towards-sustainable-development-goals-%E6%97%A5%E6%9C%AC%E8%AA%9E%E9%80%A3%E8%BC%89%E3%81%AE%E9%80%B2%E6%8D%97%E7%8A%B6%E6%B3%81%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6-51c909c21114?source=rss----bd92ed991eb9---4,SATOAKI,2026-05-19T02:32:43.000Z,2026-05-19,furuhashilab|sdgs|youthmappersagu,lab_overview,翻訳プロジェクト進捗報告：『Open Mapping towards Sustainable Development Goals』日本語翻訳の進捗状況について。 こんにちは、古橋研究室（Futuhashilab）の佐藤です！
29a6ee23848e2881dcf219afcaca203539d4d5c7ea840d80bb0cee404a004f8d,こんにちは。,https://medium.com/furuhashilab/%E3%81%93%E3%82%93%E3%81%AB%E3%81%A1%E3%81%AF-0b40f6293025?source=rss----bd92ed991eb9---4,Mihiro Takizawa,2026-05-19T02:16:51.000Z,2026-05-19,,event_report,デザイン部4年の滝沢です。 5/12古橋ゼミに欠席したので、授業動画を参考に、内容をグラレコにまとめてみました。
791831712b186ac0950ccaeedcbe027e067cf1061f0f03d055122fa12ee69c25,【Youth①】Youth Mappers のホームページの理解を深める,https://medium.com/furuhashilab/youth%E2%91%A0-youth-mappers-%E3%81%AE%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E7%90%86%E8%A7%A3%E3%82%92%E6%B7%B1%E3%82%81%E3%82%8B-5cdc27da016a?source=rss----bd92ed991eb9---4,SAKURA NAKAMIZO,2026-05-18T23:30:26.000Z,2026-05-18,,openstreetmap,【Youth①】地図×学生！ Youth Mappers を知ろう！
98bd131f92788a2774ba692ce5863ef3935e05f895b2fed4196fca8e9d1b9d80,ツリーハウス、新たな土地開発へ⛰️,https://medium.com/furuhashilab/%E3%83%84%E3%83%AA%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-%E6%96%B0%E3%81%9F%E3%81%AA%E5%9C%9F%E5%9C%B0%E9%96%8B%E7%99%BA%E3%81%B8-b36ecdf9c571?source=rss----bd92ed991eb9---4,Miwa Yonekubo,2026-05-18T16:05:41.000Z,2026-05-18,,student_project,ツリーハウスで新たな土地を開拓⛰️ 。 こんにちは、3年の米久保です。
7d6285a225ea451820e992383d2c7ec6a76582139c2c55c65eb077c9d074fa4a,古橋研ってジオ展だけでガチャガチャやるわけじゃないのよ‼！,https://medium.com/furuhashilab/%E5%8F%A4%E6%A9%8B%E7%A0%94%E3%81%A3%E3%81%A6%E3%82%B8%E3%82%AA%E5%B1%95%E3%81%A0%E3%81%91%E3%81%A7%E3%82%AC%E3%83%81%E3%83%A3%E3%82%AC%E3%83%81%E3%83%A3%E3%82%84%E3%82%8B%E3%82%8F%E3%81%91%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%81%AE%E3%82%88-ea5e631453f6?source=rss----bd92ed991eb9---4,Shota Arakawa,2026-05-18T15:11:44.000Z,2026-05-18,,lab_overview,古橋研究室横瀬部の荒川がお送りいたします。 ちょっと話変わりますけど、私動画編集のバイト受かったのではじめます！
017cefcbb9412e83482477b3e70ec06cf50bb26134a88366ecacbec76e1043dd,VF週報 ツリーハウス合宿での動画撮影,https://medium.com/furuhashilab/vf%E9%80%B1%E5%A0%B1-%E3%83%84%E3%83%AA%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9%E5%90%88%E5%AE%BF%E3%81%A7%E3%81%AE%E5%8B%95%E7%94%BB%E6%92%AE%E5%BD%B1-e515e257be4e?source=rss----bd92ed991eb9---4,Himari Nonaka,2026-05-18T14:35:31.000Z,2026-05-18,,lab_overview,今年度も、SNSを通して古橋研究室の魅力をたくさん発信できるようにVF一同頑張っていきます！ Tiktokの更新頻度目標が１週間に１本に決定しました！
60a5bbecb9a01d384568427aca2e824055b4196eee8f6a1bb7eda50d9187584a,3日間のサバイバル生活⛺️,https://medium.com/furuhashilab/3%E6%97%A5%E9%96%93%E3%81%AE%E3%82%B5%E3%83%90%E3%82%A4%E3%83%90%E3%83%AB%E7%94%9F%E6%B4%BB-%EF%B8%8F-c46fe557b948?source=rss----bd92ed991eb9---4,Himari Nonaka,2026-05-18T13:52:01.000Z,2026-05-18,,student_project,ゴールデンウィークの5月3日から5日にかけて長野県の大町で2泊3日のツリーハウス合宿を行いました！ #自分たちの力で寝床作り🪏。
90db473ce5e78c3d73e149742f73801efc1965518fc805b8d55db655f9b45e02,森ガールへの第一歩⛰️ 斜面開拓から始まるGW,https://medium.com/furuhashilab/%E3%83%84%E3%83%AA%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9%E5%90%88%E5%AE%BF-eda2f9bcaefa?source=rss----bd92ed991eb9---4,REARA KATO,2026-05-18T13:06:49.000Z,2026-05-18,,student_project,森ガールへの第一歩⛰👧斜面開拓から始まるGW。 5月3～5日に行った千年の森自然学校でのことをまとめます！
ce98667b5eac218a60c005187ce0e179dc68c7b413327fbc65e09af77be2bf4f,5/19ドローン部２週報：ODMを動かすためにMacと格闘した,https://medium.com/furuhashilab/5-19%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3%E9%83%A8%EF%BC%92%E9%80%B1%E5%A0%B1-odm%E3%82%92%E5%8B%95%E3%81%8B%E3%81%99%E3%81%9F%E3%82%81%E3%81%ABmac%E3%81%A8%E6%A0%BC%E9%97%98%E3%81%97%E3%81%9F-ce8586339390?source=rss----bd92ed991eb9---4,Tomoya Aiko,2026-05-18T12:57:02.000Z,2026-05-18,furuhashilab,qgis_gis_tools,こんにちは、ドローン部3年の愛甲です。 前回の週報では、ドローンで撮影した画像をODM（OpenDroneMap）で処理すると、オルソ画像や点群データ、3Dモデル、DSM/DTMなどを作成できることを学びました。
80ce58f0571933cf85d5bbdece500db673694a077c90b7fc959f0f735f0fe387,【Youth１週報（2026/01/13）】遂に卒業！,https://medium.com/furuhashilab/youth%EF%BC%91%E9%80%B1%E5%A0%B1-2026-01-13-%E9%81%82%E3%81%AB%E5%8D%92%E6%A5%AD-4806fd1e5029,INOUE RENSEI,2026-01-20T00:00:00.000Z,2026-01-20,aoyamagakuinuniversity|furuhashilab|indonesia|mapping|youthmappers,openstreetmap,【Youth１週報（2026/01/13）】遂に卒業！に関する記事です。主なタグはindonesia、mapping、aoyamagakuinuniversityです。
5c8ca28153561585c9e4ca01a6d1cbafcd617d938081e71e20beefab0e428346,【V&F週報】2026 Jan 武甲山3Dプリント型・ハッカソン,https://medium.com/furuhashilab/v-f%E9%80%B1%E5%A0%B1-2026-jan-%E6%AD%A6%E7%94%B2%E5%B1%B13d%E3%83%97%E3%83%AA%E3%83%B3%E3%83%88%E5%9E%8B-%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3-9294d57f6933,Chisatou,2026-01-19T00:00:00.000Z,2026-01-19,blender,student_project,【V&F週報】2026 Jan 武甲山3Dプリント型・ハッカソンに関する記事です。主なタグはblenderです。
70d3829b9219b8bcf559598c8777fd5a3c135511a44800825c08b6611d05c013,登山客を満足させろ！ガチャ景品【年内ラストハッカソン成果報告】,https://medium.com/furuhashilab/%E7%99%BB%E5%B1%B1%E5%AE%A2%E3%82%92%E6%BA%80%E8%B6%B3%E3%81%95%E3%81%9B%E3%82%8D-%E3%82%AC%E3%83%81%E3%83%A3%E6%99%AF%E5%93%81-%E5%B9%B4%E5%86%85%E3%83%A9%E3%82%B9%E3%83%88%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3%E6%88%90%E6%9E%9C%E5%A0%B1%E5%91%8A-2bbd0b3c223a,Fuka Okamura,2026-01-19T00:00:00.000Z,2026-01-19,,other,登山客を満足させろ！ガチャ景品【年内ラストハッカソン成果報告】に関する記事です。
9798e95ea5f0f32e6925c64a2a8eecd8d10d3923dba33a6c57cd9084b34043a3,今年度最後！武甲山の型のモデリングをしました【ハッカソン報告】,https://medium.com/furuhashilab/%E4%BB%8A%E5%B9%B4%E5%BA%A6%E6%9C%80%E5%BE%8C-%E6%AD%A6%E7%94%B2%E5%B1%B1%E3%81%AE%E5%9E%8B%E3%81%AE%E3%83%A2%E3%83%87%E3%83%AA%E3%83%B3%E3%82%B0%E3%82%92%E3%81%97%E3%81%BE%E3%81%97%E3%81%9F-%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3%E5%A0%B1%E5%91%8A-9111fbb5712e,USUI CHIHANA,2026-01-19T00:00:00.000Z,2026-01-19,,other,今年度最後！武甲山の型のモデリングをしました【ハッカソン報告】に関する記事です。
